,e,feat
137,366,"1.545708165794851, 8.713885487495412, 3.0, 1.170375521557719"
5668,367,"1.5584141669609757, 8.722932325637457, 0.0, 1.0"
1192,368,"1.8229768760907241, 8.775807376812603, 0.0, 1.0"
5670,369,"1.8135769743231576, 8.779834430944444, 0.0, 1.0"
2490,370,"1.1727205970322112, 8.699438123752792, 4.8, 1.023643949930459"
1193,371,"1.8154397817180348, 8.779336108400845, 0.0, 1.0"
138,372,"1.7823296388202685, 8.774241604999103, 3.4, 1.2635605006954103"
5675,373,"1.3918845567163558, 8.708894119921307, 5.0, 1.0146036161335188"
1196,374,"1.2508210285131822, 8.69616287699897, 3.7, 1.1015299026425591"
5676,375,"1.7976739079956925, 8.76149893440512, 5.0, 1.0006954102920724"
1197,376,"1.7932383644744245, 8.77121325954383, 0.0, 1.0"
2493,377,"1.5484294620635657, 8.714441509494053, 5.0, 1.0006954102920724"
4044,378,"1.5937017074051099, 8.715489918878951, 4.7, 1.0083449235048678"
140,379,"1.1677829340149177, 8.699526689766657, 4.7, 1.0458970792767732"
2495,380,"1.8022271809231105, 8.777548641004275, 3.5, 1.0132127955493742"
141,381,"1.8091493571906385, 8.800656889332666, 3.5, 1.0146036161335188"
1199,382,"1.5783669817077781, 8.719060290084723, 4.5, 1.0013908205841446"
2497,383,"1.0891403269395896, 8.315742171655618, 0.0, 1.0"
1200,384,"1.1180098783658092, 8.317266422305359, 3.8, 1.0027816411682893"
4049,385,"1.8146091810079596, 8.780791668332524, 0.0, 1.0"
142,386,"1.8052316268849262, 8.771117449146738, 4.5, 1.0208623087621698"
143,387,"1.7852041079123842, 8.77655186499449, 0.0, 1.0"
145,388,"1.557422520058072, 8.72412252418562, 4.2, 1.017385257301808"
146,389,"1.7948845879359014, 8.770432250194181, 0.0, 1.0"
147,390,"1.7872358083598554, 8.776473535880156, 4.4, 1.0361613351877608"
4054,391,"1.585591845288839, 8.724311563934492, 4.9, 1.0340751043115437"
148,392,"1.7848254704190225, 8.774711891405552, 4.1, 1.1307371349095967"
4055,393,"1.1308614705921842, 8.315073618575019, 4.1, 1.0048678720445063"
1207,394,"1.5578358056788453, 8.724241408130322, 3.7, 1.004172461752434"
149,395,"1.792225085687842, 8.770812380812474, 4.5, 1.127260083449235"
1209,396,"1.7478136885799982, 8.743690020985271, 4.1, 1.094575799721836"
150,397,"1.5779018431893626, 8.713592083740338, 5.0, 1.0006954102920724"
5691,398,"1.2000984233034284, 8.752270880697466, 5.0, 1.0013908205841446"
151,399,"1.6045117375899816, 8.714712737456411, 3.6, 1.0125173852573017"
5692,400,"1.2620421175072734, 8.691405704997926, 4.0, 1.0146036161335188"
152,401,"1.780843162578213, 8.75602336522374, 4.7, 2.737134909596662"
2507,402,"1.2683039381100496, 8.695994242470668, 5.0, 1.0013908205841446"
154,403,"1.8154373163195272, 8.776878286179484, 4.1, 1.0292072322670376"
4060,404,"1.8310296363964005, 8.774235196026678, 4.7, 1.1689847009735743"
1213,405,"1.8018499219321402, 8.776698685325798, 4.0, 1.0514603616133518"
1214,406,"1.4534351391517317, 8.714201609436783, 3.2, 1.0069541029207232"
4062,407,"1.0884298680148472, 8.318576832727336, 0.0, 1.0"
1215,408,"1.0884298680148472, 8.318576832727336, 0.0, 1.0"
155,409,"1.7908665450715633, 8.776201223130636, 4.3, 3.52990264255911"
2512,410,"1.784290319884926, 8.755634425385567, 0.0, 1.0"
157,411,"1.568934499566386, 8.72101399176214, 4.3, 1.0125173852573017"
1219,412,"1.3884879533338772, 8.708169937209444, 4.5, 1.33240611961057"
2514,413,"1.5059558946922786, 8.722960916637005, 4.0, 1.0006954102920724"
1221,414,"1.8117987327480538, 8.783778473920812, 5.0, 1.0076495132127956"
4070,415,"1.7880818642025096, 8.778529282363639, 0.0, 1.0"
2516,416,"1.7977032011715082, 8.761279869742637, 4.8, 1.0299026425591098"
2517,417,"1.5671972684374236, 8.72099724613964, 5.0, 1.0006954102920724"
1222,418,"1.5698410504562892, 8.720005625986074, 4.8, 1.0027816411682893"
1223,419,"1.1785627166761659, 8.710888239272094, 3.4, 1.090403337969402"
158,420,"1.563981911609738, 8.724480360557429, 3.1, 1.148817802503477"
1224,421,"1.7458755672371655, 8.74046418192256, 0.0, 1.0"
159,422,"1.7806448172918357, 8.758172066745006, 0.0, 1.0"
2522,423,"1.7466994875125756, 8.744554035255982, 1.0, 1.0013908205841446"
2523,424,"1.8097813475177222, 8.774850532192287, 5.0, 1.0006954102920724"
2524,425,"1.822424547296059, 8.775999540000369, 0.0, 1.0"
4079,426,"1.5711721800827103, 8.72509288500459, 5.0, 1.0403337969401947"
5714,427,"1.7937923368680933, 8.771052106306295, 0.0, 1.0"
160,428,"1.4118824643971495, 8.707121527824546, 3.9, 1.023643949930459"
4080,429,"1.783411869236076, 8.75704790305668, 0.0, 1.0"
4081,430,"1.7913369855222525, 8.770787848413168, 4.0, 1.0139082058414464"
2525,431,"1.7451237267310233, 8.74135393183351, 5.0, 1.004172461752434"
161,432,"1.2606253616746246, 8.69437748566059, 4.9, 1.011126564673157"
162,433,"1.7929512118224542, 8.769654713410329, 5.0, 1.0006954102920724"
163,434,"1.5699202878341278, 8.720194484937085, 4.1, 1.090403337969402"
164,435,"1.56549269721127, 8.72244508787301, 3.8, 1.1300417246175243"
1230,436,"4.622412757565994, 9.91489350954773, 0.0, 1.0"
4087,437,"1.5949454876973128, 8.714302338782556, 5.0, 1.002086230876217"
1231,438,"1.784758666072368, 8.756400534497772, 4.6, 1.1474269819193323"
1232,439,"1.7514834740229022, 8.74403916659097, 4.0, 1.0006954102920724"
166,440,"1.7847512698768453, 8.761522263563496, 3.6, 1.0299026425591098"
4090,441,"1.8287508128856294, 8.772225453247005, 0.0, 1.0"
2532,442,"1.801555638181262, 8.777922406291008, 0.0, 1.0"
1234,443,"1.8015680181931213, 8.776846690194809, 1.0, 1.0006954102920724"
167,444,"4.326848245416973, 9.46967709549271, 3.7, 1.002086230876217"
168,445,"1.7947205726609958, 8.760871621939877, 4.8, 2.0806675938803894"
2536,446,"1.1659479617644797, 8.701693770325576, 4.5, 1.004172461752434"
2537,447,"1.785132187201084, 8.758901536235678, 3.0, 1.0027816411682893"
1237,448,"1.2996066257858834, 8.69927354782473, 4.4, 1.0250347705146037"
170,449,"1.5725268237787677, 8.719993063651994, 4.3, 1.0076495132127956"
2539,450,"1.5938267534777957, 8.725700571550387, 4.7, 1.002086230876217"
1239,451,"1.552003865744858, 8.715137076268732, 3.9, 1.0396383866481225"
171,452,"1.4499608359517735, 8.713406410572311, 3.8, 1.0354659248956886"
1241,453,"1.2597830702038841, 8.692255641973178, 5.0, 1.0048678720445063"
172,454,"1.1671603015982965, 8.700686364648492, 3.4, 1.3657858136300418"
173,455,"1.576599953719434, 8.7255948983183, 0.0, 1.0"
2543,456,"1.7987074401635637, 8.776690100544641, 3.8, 1.5855354659248957"
174,457,"1.0739629891018163, 8.316199540366675, 0.0, 1.0"
175,458,"1.8050292256203617, 8.778869730968822, 0.0, 1.0"
176,459,"1.8042874587855406, 8.773885763638168, 4.0, 1.0027816411682893"
4102,460,"1.7497617510458436, 8.74360718439325, 5.0, 1.0834492350486786"
177,461,"1.7911604311775218, 8.769020611673714, 2.1, 1.2983310152990264"
4103,462,"1.708352148933681, 8.790546953538184, 5.0, 1.0013908205841446"
2548,463,"1.3525492030581656, 8.762323366413264, 5.0, 1.0006954102920724"
178,464,"3.3500799164669965, 7.769301998259136, 0.0, 1.0"
4104,465,"1.7272287509578055, 8.789048126808233, 5.0, 1.1536856745479833"
1246,466,"1.8098431945577014, 8.773302198020684, 4.8, 1.0027816411682893"
5742,467,"10.000266395587111, 0.9996648194703994, 0.0, 1.0"
5743,468,"1.789867024799232, 8.762328784114661, 0.0, 1.0"
179,469,"1.1899942393622194, 8.698097008866624, 4.9, 1.0382475660639778"
1247,470,"1.7950468535731519, 8.77391117508914, 1.0, 1.0006954102920724"
180,471,"1.758469591593662, 8.75647258556227, 4.0, 1.0027816411682893"
181,472,"1.7962666161121534, 8.77234971125224, 3.6, 1.0702364394993045"
182,473,"1.78466028871902, 8.757110851884079, 3.6, 2.489568845618915"
4109,474,"1.264533521992579, 8.69283234974079, 4.1, 1.021557719054242"
183,475,"1.1279062000522089, 8.707823129507108, 0.0, 1.0"
5748,476,"1.5918625731378366, 8.715317462657948, 0.0, 1.0"
4110,477,"1.800730949125671, 8.77245118249268, 4.6, 1.0083449235048678"
184,478,"1.7963870495037622, 8.771289163473073, 4.0, 1.1641168289290682"
2555,479,"1.5967117999247993, 8.725385110456367, 2.7, 1.1112656467315716"
185,480,"1.160428517718736, 8.700298534535117, 4.2, 1.3052851182197496"
4114,481,"1.1727987210042743, 8.701281139733307, 4.6, 1.0069541029207232"
2556,482,"1.8021476254293365, 8.77517422270615, 0.0, 1.0"
186,483,"1.5759612564480223, 8.72383517404166, 0.0, 1.0"
2558,484,"1.1184553997348097, 8.316719552419091, 0.0, 1.0"
4118,485,"1.5711230046608646, 8.722407619075085, 4.2, 1.0744089012517386"
1254,486,"1.4664149055908346, 8.72295578571842, 3.7, 1.002086230876217"
2559,487,"1.5752125971012454, 8.72379044215728, 4.5, 1.0229485396383866"
1255,488,"1.7932236516123634, 8.76947943923647, 3.4, 1.0034770514603617"
5757,489,"1.1802210285432269, 8.711826418071945, 0.0, 1.0"
2562,490,"1.8166369845352097, 8.773541524512328, 0.0, 1.0"
1256,491,"1.5194380192143626, 8.710478096209007, 5.0, 1.0139082058414464"
187,492,"1.1659045919584763, 8.703133095856291, 2.9, 1.2948539638386647"
2563,493,"1.0809321139796326, 8.320777703782886, 4.8, 1.004172461752434"
188,494,"1.508095781067806, 8.722489495568125, 0.0, 1.0"
5758,495,"1.0736108347601645, 8.317916602582716, 0.0, 1.0"
1257,496,"1.3912317563050953, 8.709928745027966, 4.3, 1.004172461752434"
189,497,"1.4529411846314062, 8.717711276202387, 0.0, 1.0"
190,498,"1.7618049311487098, 8.757417216975407, 0.0, 1.0"
191,499,"1.5701235639175177, 8.721998866285197, 4.8, 1.3866481223922114"
2566,500,"1.0908821442399699, 8.318685872540268, 4.0, 1.006258692628651"
192,501,"1.2623526781902346, 8.691403772331144, 4.2, 1.2065368567454797"
1261,502,"1.7913770946399072, 8.760873523434613, 3.6, 1.0250347705146037"
193,503,"1.2000575188959317, 8.7522201824837, 2.6, 1.1091794158553547"
2569,504,"1.5695450965967437, 8.726050340596984, 4.0, 1.0006954102920724"
1262,505,"1.8262963893779363, 8.775150924719819, 3.2, 1.0034770514603617"
5761,506,"1.7620818245617293, 8.757477104707998, 0.0, 1.0"
194,507,"1.5700826330003634, 8.724835859025871, 4.8, 1.0125173852573017"
2572,508,"1.5645538310441554, 8.722106546996974, 5.0, 1.0006954102920724"
4126,509,"1.5668942630079528, 8.722081116842775, 0.0, 1.0"
2573,510,"1.5938175016059777, 8.725680908224488, 0.0, 1.0"
5766,511,"1.7896416396582566, 8.76225827918359, 0.0, 1.0"
195,512,"1.2399563884258864, 8.694398196367198, 0.0, 1.0"
196,513,"1.7502859265801325, 8.754027649864254, 0.0, 1.0"
1264,514,"1.593584826308125, 8.715697923699917, 3.9, 1.0257301808066759"
5768,515,"1.7283715824595083, 8.790137309227813, 4.5, 1.0013908205841446"
1265,516,"1.6006518248557224, 8.716320928188562, 4.3, 1.0166898470097356"
197,517,"1.8104783925538106, 8.776697114254736, 4.9, 1.0125173852573017"
1267,518,"1.1609626608856995, 8.7002427989189, 3.9, 1.0076495132127956"
198,519,"1.5937590212929935, 8.725706338378687, 3.7, 1.9853963838664812"
200,520,"1.5725993807219396, 8.725554854709468, 0.0, 1.0"
2579,521,"1.7458755672371655, 8.74046418192256, 0.0, 1.0"
201,522,"1.1560298491364334, 8.699637406635604, 0.0, 1.0"
202,523,"1.5731378714733681, 8.723293908889056, 5.0, 1.0034770514603617"
5773,524,"1.7988989724669695, 8.761935068719216, 0.0, 1.0"
203,525,"5.74636558949105, 8.44693564515267, 0.0, 1.0"
4133,526,"1.747645219681985, 8.743690900036935, 1.8, 1.0034770514603617"
204,527,"1.276855981377989, 8.694091419804876, 0.0, 1.0"
205,528,"1.8185542692842036, 8.77166254222645, 3.7, 1.023643949930459"
206,529,"1.7614335573025643, 8.756154163123988, 3.1, 1.0792767732962447"
2583,530,"1.4522834269134686, 8.718254106191642, 4.0, 1.0006954102920724"
207,531,"1.7625907040214068, 8.757527753046494, 4.2, 1.0034770514603617"
5776,532,"1.569954273220005, 8.721318218451191, 4.9, 1.1627260083449236"
1272,533,"1.7404935757856297, 8.743046131226567, 0.0, 1.0"
208,534,"1.5950785396877336, 8.72477906356013, 4.1, 1.0577190542420027"
4136,535,"1.1659978529471795, 8.702785627306605, 0.0, 1.0"
209,536,"1.055664721850162, 8.278026553478322, 0.0, 1.0"
1274,537,"1.8059469635873642, 8.779112062445591, 5.0, 1.0069541029207232"
210,538,"1.1309921102034206, 8.314197646707898, 3.6, 1.1126564673157162"
5780,539,"1.3542712971704853, 8.762298459949418, 0.0, 1.0"
211,540,"1.8224610245901065, 8.775985126046825, 3.1, 1.3970792767732962"
1276,541,"1.4527526214100748, 8.714636521806721, 0.0, 1.0"
212,542,"1.7850621486757419, 8.776494732870663, 4.4, 1.2635605006954103"
213,543,"1.7868727320377182, 8.758684117457163, 5.0, 1.0055632823365785"
214,544,"1.8057343826128296, 8.779067112356898, 4.9, 1.0611961057023644"
215,545,"1.4918082451214785, 8.717140154465213, 0.0, 1.0"
5785,546,"1.5938175016059777, 8.725680908224488, 0.0, 1.0"
2591,547,"1.8315687633797024, 8.774613425150235, 0.0, 1.0"
216,548,"1.785039032251027, 8.758922864148774, 4.5, 1.0333796940194715"
2593,549,"1.8146093665755894, 8.780791724442205, 4.0, 1.0006954102920724"
4146,550,"1.5736609336018796, 8.72213819909133, 4.9, 1.0354659248956886"
2594,551,"1.4757726304871586, 8.709325647007171, 0.0, 1.0"
1281,552,"1.1176829612217833, 8.308152832346444, 1.5, 1.0229485396383866"
217,553,"1.6318423766639558, 8.721972725408374, 3.4, 1.011126564673157"
2595,554,"1.79522354046619, 8.774758119548084, 4.0, 1.0222531293463144"
218,555,"1.8166610818173963, 8.771686769139718, 4.5, 1.9680111265646731"
1283,556,"1.567980814498565, 8.724572268214505, 0.0, 1.0"
219,557,"1.8103110900808987, 8.778232543199765, 4.6, 1.0187760778859527"
220,558,"1.5212708706918905, 8.741125528026386, 5.0, 1.0528511821974966"
221,559,"1.19338546128344, 8.702006351122652, 4.1, 1.0090403337969402"
1287,560,"1.8139690257051733, 8.784095132021355, 0.0, 1.0"
222,561,"1.5222013598060116, 8.780345415572667, 4.1, 1.0166898470097356"
4153,562,"1.1714735560516623, 8.699375050237215, 5.0, 1.0006954102920724"
2600,563,"1.7992373417847078, 8.77125616474638, 5.0, 1.0006954102920724"
223,564,"1.576814655466877, 8.720219248009524, 4.8, 1.0966620305980528"
5798,565,"1.0820900824979791, 8.320465172861084, 0.0, 1.0"
4156,566,"1.7964386638144507, 8.774815719252583, 0.0, 1.0"
1289,567,"1.5381012449741114, 8.78045365738125, 5.0, 1.0104311543810849"
224,568,"1.5978606491196334, 8.732084456712641, 0.0, 1.0"
1292,569,"1.1659639205806247, 8.699243940616517, 4.8, 1.0987482614742698"
1293,570,"1.5683190247583365, 8.722186129227511, 4.7, 1.150904033379694"
225,571,"1.8126160256081212, 8.78119163684017, 4.2, 1.0146036161335188"
1295,572,"1.5648337465585715, 8.721108436823668, 4.4, 1.0048678720445063"
226,573,"1.5832127357291004, 8.724391663620974, 5.0, 1.0069541029207232"
2608,574,"1.5710722916786644, 8.720890806075248, 4.8, 1.0639777468706537"
4163,575,"1.1657938080836079, 8.700882386935412, 0.0, 1.0"
2609,576,"5.203100766165444, 9.862314094046072, 0.0, 1.0"
227,577,"1.1659638410516404, 8.70358419898633, 4.0, 1.0055632823365785"
228,578,"1.2614909551377096, 8.693788477404073, 3.3, 1.4471488178025034"
1298,579,"1.792081933516438, 8.774751567184254, 4.3, 1.0027816411682893"
2612,580,"1.8101632722090946, 8.775400949457262, 0.0, 1.0"
1299,581,"1.495247608587749, 8.712770432278596, 5.0, 1.017385257301808"
229,582,"1.3907732717116845, 8.70898762358708, 4.0, 1.0549374130737135"
230,583,"1.8092776374420128, 8.77709703288711, 3.1, 1.5806675938803894"
2615,584,"1.0869711473882484, 8.316760487548406, 2.8, 1.0034770514603617"
4168,585,"1.831266129085492, 8.771595266719224, 4.9, 1.0125173852573017"
5811,586,"1.7821159709496177, 8.756478377328206, 0.0, 1.0"
4169,587,"1.8073757813159368, 8.776149945116835, 4.3, 1.006258692628651"
231,588,"1.747025556347439, 8.790871030585404, 1.0, 1.0006954102920724"
232,589,"1.3927265830904823, 8.709260871497944, 3.7, 1.0132127955493742"
2617,590,"1.5770807859573805, 8.723506240389849, 0.0, 1.0"
4172,591,"1.1779153242358253, 8.711381717679922, 1.0, 1.0006954102920724"
5816,592,"1.7827778111554062, 8.756598607905243, 4.7, 1.0048678720445063"
1303,593,"1.5724745467265437, 8.721931715466152, 5.0, 1.002086230876217"
2619,594,"1.1666628212930092, 8.700707418247593, 4.6, 1.3393602225312935"
1304,595,"1.4763227324702681, 8.709259474990334, 0.0, 1.0"
4174,596,"1.8155426922234774, 8.772862142263344, 4.6, 1.0125173852573017"
1305,597,"1.3080313696599175, 8.691377980581224, 2.5, 1.0229485396383866"
233,598,"1.7984707353971814, 8.77789034272566, 3.9, 1.0069541029207232"
5821,599,"1.785132187201084, 8.758901536235678, 0.0, 1.0"
234,600,"1.8173634022760963, 8.772028651658964, 3.9, 1.027816411682893"
1308,601,"1.8056267798973247, 8.775074010816324, 4.7, 1.002086230876217"
235,602,"1.1751776715060442, 8.70616024430504, 0.0, 1.0"
5824,603,"1.5060551998837752, 8.723207013696795, 3.5, 1.0076495132127956"
1309,604,"1.7136503168359623, 8.736700406881637, 0.0, 1.0"
4178,605,"1.1625910698547344, 8.699529252108746, 5.0, 1.0118219749652295"
236,606,"1.7962913231165514, 8.774233843159932, 4.5, 1.0243393602225312"
5828,607,"1.4506121783316583, 8.713515718464832, 0.0, 1.0"
237,608,"1.258836118590052, 8.69259068534578, 0.0, 1.0"
238,609,"1.5359025866793248, 8.780642896631209, 3.0, 1.1112656467315716"
1312,610,"1.817176456144109, 8.772076344887605, 4.8, 1.0201668984700973"
239,611,"1.7926894819357386, 8.769274040398455, 4.3, 1.1237830319888735"
240,612,"1.79769569893734, 8.775120388584671, 3.1, 1.7225312934631432"
5831,613,"1.8527597648801581, 8.782010719725415, 0.0, 1.0"
241,614,"1.7932326648972294, 8.771918807607273, 5.0, 1.0055632823365785"
1316,615,"1.392776951447087, 8.709268539820982, 0.0, 1.0"
2631,616,"1.55999326795986, 8.723475567097703, 5.0, 1.004172461752434"
5835,617,"1.7507769385280465, 8.743344852932495, 4.0, 1.0006954102920724"
1317,618,"1.259446795149394, 8.69362015459622, 4.7, 1.2169680111265646"
2632,619,"1.5711977088866114, 8.720836404622553, 5.0, 1.002086230876217"
1318,620,"1.6224412554519665, 8.719020857447969, 3.3, 1.1495132127955494"
5839,621,"1.7813338299005288, 8.756078913807686, 3.5, 1.0027816411682893"
1319,622,"1.7980677885443432, 8.774949154307826, 4.5, 1.3755215577190543"
2635,623,"1.1642918501993123, 8.701060123700815, 0.0, 1.0"
2636,624,"1.7781965440255796, 8.765464984845163, 0.0, 1.0"
5843,625,"1.3904416358479335, 8.709633782670648, 5.0, 1.0013908205841446"
5844,626,"3.3500897250417045, 7.769257285077984, 0.0, 1.0"
5845,627,"1.8074699701427877, 8.775631142539762, 4.7, 1.002086230876217"
1320,628,"1.2698034040861765, 8.69581356306423, 5.0, 1.0006954102920724"
242,629,"1.5699482820365356, 8.718949436058779, 4.9, 1.1244784422809457"
243,630,"1.7808329828682465, 8.75602815948424, 2.6, 1.0097357440890125"
2639,631,"1.5515099377341954, 8.714173280282411, 4.5, 1.3588317107093184"
5849,632,"1.3907526737047995, 8.70911440029354, 2.9, 1.0438108484005564"
244,633,"1.8056962087004553, 8.774480769396115, 4.9, 1.256606397774687"
1324,634,"1.831092358255205, 8.771559537321401, 4.5, 1.0987482614742698"
4194,635,"1.5180973991291697, 8.716061115429033, 3.7, 1.006258692628651"
5853,636,"1.5695200714764095, 8.721166952986287, 4.1, 1.2190542420027817"
1325,637,"1.7248092936934611, 8.748523552027413, 3.5, 1.0159944367176634"
245,638,"0.044912571092616815, 8.041553800196597, 0.0, 1.0"
4195,639,"1.2697761256446256, 8.694316544312882, 0.0, 1.0"
246,640,"1.4800771897715945, 8.733787441633222, 3.9, 1.0139082058414464"
5854,641,"1.523948346490358, 8.780944068459862, 5.0, 1.0006954102920724"
1326,642,"1.5712591847913302, 8.722916671036526, 3.6, 1.205146036161335"
4197,643,"1.8108488650714705, 8.775976952736661, 3.7, 1.082058414464534"
5857,644,"1.268876626324647, 8.693425734552406, 4.2, 1.017385257301808"
247,645,"1.226961007796235, 8.696545513849673, 4.6, 1.2009735744089012"
248,646,"1.828551725328734, 8.772261244988917, 4.0, 1.303894297635605"
1330,647,"1.5759417453372535, 8.72267158395099, 4.1, 1.0737134909596662"
250,648,"1.3531521653060459, 8.76269530501817, 2.8, 1.0618915159944367"
1331,649,"1.1309394355062752, 8.315079416575363, 3.5, 1.0118219749652295"
1332,650,"5.129377742518357, 9.116965788159844, 4.0, 1.0006954102920724"
5859,651,"1.7977276695889532, 8.761537824648293, 0.0, 1.0"
5860,652,"1.7802830399431055, 8.75561698774367, 0.0, 1.0"
4199,653,"1.3908303470126162, 8.709674586877375, 0.0, 1.0"
